,Raw_Tagged,Clean,Bio_tagged,Span_Tagged,Coarse_tag,Coarse_Span_Tagged
65,<<<na-Atata>Tn-valI>K1-<guru-saMhata>K1-aMsaH>Bb,na Atata valI guru saMhata aMsaH,B-C I-C I-C I-C I-C I-C,"0,2 Tn|0,3 K1|0,6 Bb|3,5 K1",<<<na-Atata>Tatpurusha-valI>Tatpurusha-<guru-saMhata>Tatpurusha-aMsaH>Bahuvrihi,"0,2 Tatpurusha|0,3 Tatpurusha|0,6 Bahuvrihi|3,5 Tatpurusha"
66,<<<nava-<salila-Dara>U>K1-rudDa>T3-sUryam>K1 <<pravirala-<jala-nipAta>T6>K1-darSanIyam>T3 <gagana-talam>T6,nava salila Dara rudDa sUryam pravirala jala nipAta darSanIyam gagana talam,B-C I-C I-C I-C I-C B-C I-C I-C I-C B-C I-C,"0,3 K1|0,4 T3|0,5 K1|1,3 U|5,8 K1|5,9 T3|6,8 T6|9,11 T6",<<<nava-<salila-Dara>Tatpurusha>Tatpurusha-rudDa>Tatpurusha-sUryam>Tatpurusha <<pravirala-<jala-nipAta>Tatpurusha>Tatpurusha-darSanIyam>Tatpurusha <gagana-talam>Tatpurusha,"0,3 Tatpurusha|0,4 Tatpurusha|0,5 Tatpurusha|1,3 Tatpurusha|5,8 Tatpurusha|5,9 Tatpurusha|6,8 Tatpurusha|9,11 Tatpurusha"
67,<<sUrya-asta>T6-samaye>T6 <kuwI-paryantam>T6,sUrya asta samaye kuwI paryantam,B-C I-C I-C B-C I-C,"0,2 T6|0,3 T6|3,5 T6",<<sUrya-asta>Tatpurusha-samaye>Tatpurusha <kuwI-paryantam>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha|3,5 Tatpurusha"
68,<guRa-<pakza-pAtI>U>T6,guRa pakza pAtI,B-C I-C I-C,"0,3 T6|1,3 U",<guRa-<pakza-pAtI>Tatpurusha>Tatpurusha,"0,3 Tatpurusha|1,3 Tatpurusha"
69,<<<SEtya-pAvanatva>Di-Adi>Bs6-pratipAdanasya>T6 <prayojana-antaram>Tm,SEtya pAvanatva Adi pratipAdanasya prayojana antaram,B-C I-C I-C I-C B-C I-C,"0,2 Di|0,3 Bs6|0,4 T6|4,6 Tm",<<<SEtya-pAvanatva>Dvandva-Adi>Bahuvrihi-pratipAdanasya>Tatpurusha <prayojana-antaram>Tatpurusha,"0,2 Dvandva|0,3 Bahuvrihi|0,4 Tatpurusha|4,6 Tatpurusha"
70,<na-<ati-kAle>Tp>Tn,na ati kAle,B-C I-C I-C,"0,3 Tn|1,3 Tp",<na-<ati-kAle>Tatpurusha>Tatpurusha,"0,3 Tatpurusha|1,3 Tatpurusha"
71,<loka-Adim>T6 <a-niDanam>Bsmn <<loka-hita>T6-arTe>T4 <<kaMsa-vaDa>T6-arTe>T4 <vfzRi-kule>T6,loka Adim a niDanam loka hita arTe kaMsa vaDa arTe vfzRi kule,B-C I-C B-C I-C B-C I-C I-C B-C I-C I-C B-C I-C,"0,2 T6|2,4 Bsmn|4,6 T6|4,7 T4|7,9 T6|7,10 T4|10,12 T6",<loka-Adim>Tatpurusha <a-niDanam>Bahuvrihi <<loka-hita>Tatpurusha-arTe>Tatpurusha <<kaMsa-vaDa>Tatpurusha-arTe>Tatpurusha <vfzRi-kule>Tatpurusha,"0,2 Tatpurusha|2,4 Bahuvrihi|4,6 Tatpurusha|4,7 Tatpurusha|7,9 Tatpurusha|7,10 Tatpurusha|10,12 Tatpurusha"
72,<sva-sva-sTAnaM>T6,sva sva sTAnaM,B-C I-C I-C,"0,3 T6",<sva-sva-sTAnaM>Tatpurusha,"0,3 Tatpurusha"
73,<<na-kfta>Tn-AtmAnaH>Bs6 <na-cetasaH>Bsmn,na kfta AtmAnaH na cetasaH,B-C I-C I-C B-C I-C,"0,2 Tn|0,3 Bs6|3,5 Bsmn",<<na-kfta>Tatpurusha-AtmAnaH>Bahuvrihi <na-cetasaH>Bahuvrihi,"0,2 Tatpurusha|0,3 Bahuvrihi|3,5 Bahuvrihi"
74,<go-Sabdasya>K7 <<<<Anayana-anvita>T3-go>K1-rUpa>Bs6-arTena>K1 <go-SabdaH>K7 <<Anayana-anvita>T3-gAm>K1 <go-mAtram>Bv,go Sabdasya Anayana anvita go rUpa arTena go SabdaH Anayana anvita gAm go mAtram,B-C I-C B-C I-C I-C I-C I-C B-C I-C B-C I-C I-C B-C I-C,"0,2 K7|2,4 T3|2,5 K1|2,6 Bs6|2,7 K1|7,9 K7|9,11 T3|9,12 K1|12,14 Bv",<go-Sabdasya>Tatpurusha <<<<Anayana-anvita>Tatpurusha-go>Tatpurusha-rUpa>Bahuvrihi-arTena>Tatpurusha <go-SabdaH>Tatpurusha <<Anayana-anvita>Tatpurusha-gAm>Tatpurusha <go-mAtram>Bahuvrihi,"0,2 Tatpurusha|2,4 Tatpurusha|2,5 Tatpurusha|2,6 Bahuvrihi|2,7 Tatpurusha|7,9 Tatpurusha|9,11 Tatpurusha|9,12 Tatpurusha|12,14 Bahuvrihi"
75,<<ati-svapna>Tp-SIlasya>Bs6,ati svapna SIlasya,B-C I-C I-C,"0,2 Tp|0,3 Bs6",<<ati-svapna>Tatpurusha-SIlasya>Bahuvrihi,"0,2 Tatpurusha|0,3 Bahuvrihi"
76,<<sUrya-asta>T6-velA>K1,sUrya asta velA,B-C I-C I-C,"0,2 T6|0,3 K1",<<sUrya-asta>Tatpurusha-velA>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha"
77,<<prati-Pala>A1-rUpeRa>T6,prati Pala rUpeRa,B-C I-C I-C,"0,2 A1|0,3 T6",<<prati-Pala>Avyayibhava-rUpeRa>Tatpurusha,"0,2 Avyayibhava|0,3 Tatpurusha"
78,<aneka-vaktra-nayanam>Bb <aneka-vaktra-nayanam>Bb,aneka vaktra nayanam aneka vaktra nayanam,B-C I-C I-C B-C I-C I-C,"0,3 Bb|3,6 Bb",<aneka-vaktra-nayanam>Bahuvrihi <aneka-vaktra-nayanam>Bahuvrihi,"0,3 Bahuvrihi|3,6 Bahuvrihi"
79,<<<go-kraya>T6-mUlya>T6-arTam>T4,go kraya mUlya arTam,B-C I-C I-C I-C,"0,2 T6|0,3 T6|0,4 T4",<<<go-kraya>Tatpurusha-mUlya>Tatpurusha-arTam>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha|0,4 Tatpurusha"
80,<<Atman-bala>T6-ADAnam>T6,Atman bala ADAnam,B-C I-C I-C,"0,2 T6|0,3 T6",<<Atman-bala>Tatpurusha-ADAnam>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha"
81,<<pada-arTa>T6-budDeH>T6 <<udbudDa-saMskAra>K1-praBava>T6,pada arTa budDeH udbudDa saMskAra praBava,B-C I-C I-C B-C I-C I-C,"0,2 T6|0,3 T6|3,5 K1|3,6 T6",<<pada-arTa>Tatpurusha-budDeH>Tatpurusha <<udbudDa-saMskAra>Tatpurusha-praBava>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha|3,5 Tatpurusha|3,6 Tatpurusha"
82,<yogyatA-saMvit>T6 <<<mAtf-pitf>Di-Adi>Bs6-yogya>T6,yogyatA saMvit mAtf pitf Adi yogya,B-C I-C B-C I-C I-C I-C,"0,2 T6|2,4 Di|2,5 Bs6|2,6 T6",<yogyatA-saMvit>Tatpurusha <<<mAtf-pitf>Dvandva-Adi>Bahuvrihi-yogya>Tatpurusha,"0,2 Tatpurusha|2,4 Dvandva|2,5 Bahuvrihi|2,6 Tatpurusha"
83,<<keSa-BUmi>T6-sPuwanaM>T6,keSa BUmi sPuwanaM,B-C I-C I-C,"0,2 T6|0,3 T6",<<keSa-BUmi>Tatpurusha-sPuwanaM>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha"
84,<karka-rogasya>K7 <<bahu-kAla>K1-paryantaM>T6,karka rogasya bahu kAla paryantaM,B-C I-C B-C I-C I-C,"0,2 K7|2,4 K1|2,5 T6",<karka-rogasya>Tatpurusha <<bahu-kAla>Tatpurusha-paryantaM>Tatpurusha,"0,2 Tatpurusha|2,4 Tatpurusha|2,5 Tatpurusha"
85,<<<vAkya-arTa>T6-boDa>T6-<na-antaram>Bsmn>T6 <anuBava-sidDaH>T3,vAkya arTa boDa na antaram anuBava sidDaH,B-C I-C I-C I-C I-C B-C I-C,"0,2 T6|0,3 T6|0,5 T6|3,5 Bsmn|5,7 T3",<<<vAkya-arTa>Tatpurusha-boDa>Tatpurusha-<na-antaram>Bahuvrihi>Tatpurusha <anuBava-sidDaH>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha|0,5 Tatpurusha|3,5 Bahuvrihi|5,7 Tatpurusha"
86,<atiSayite-<bala-vIryAt>Di>Bs6,atiSayite bala vIryAt,B-C I-C I-C,"0,3 Bs6|1,3 Di",<atiSayite-<bala-vIryAt>Dvandva>Bahuvrihi,"0,3 Bahuvrihi|1,3 Dvandva"
87,<<nala-anvezaRa>T6-arTaM>T4,nala anvezaRa arTaM,B-C I-C I-C,"0,2 T6|0,3 T4",<<nala-anvezaRa>Tatpurusha-arTaM>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha"
88,<<Cinna-veza>K1-DArI>U <rAjan-kumAra>T6,Cinna veza DArI rAjan kumAra,B-C I-C I-C B-C I-C,"0,2 K1|0,3 U|3,5 T6",<<Cinna-veza>Tatpurusha-DArI>Tatpurusha <rAjan-kumAra>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha|3,5 Tatpurusha"
89,<na-samarTaH>Tn <<asmad-karma>T6-paramaH>Bs6,na samarTaH asmad karma paramaH,B-C I-C B-C I-C I-C,"0,2 Tn|2,4 T6|2,5 Bs6",<na-samarTaH>Tatpurusha <<asmad-karma>Tatpurusha-paramaH>Bahuvrihi,"0,2 Tatpurusha|2,4 Tatpurusha|2,5 Bahuvrihi"
90,<na-vyaBicAreRa>Tn <<jYAna-prApti>T6-sADanam>T6,na vyaBicAreRa jYAna prApti sADanam,B-C I-C B-C I-C I-C,"0,2 Tn|2,4 T6|2,5 T6",<na-vyaBicAreRa>Tatpurusha <<jYAna-prApti>Tatpurusha-sADanam>Tatpurusha,"0,2 Tatpurusha|2,4 Tatpurusha|2,5 Tatpurusha"
91,<<sva-putra>T6-vizayakaM>T6 <vftta-jAtaM>T6 <vftta-patrezu>T6,sva putra vizayakaM vftta jAtaM vftta patrezu,B-C I-C I-C B-C I-C B-C I-C,"0,2 T6|0,3 T6|3,5 T6|5,7 T6",<<sva-putra>Tatpurusha-vizayakaM>Tatpurusha <vftta-jAtaM>Tatpurusha <vftta-patrezu>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha|3,5 Tatpurusha|5,7 Tatpurusha"
92,<rAjan-vEdyam>T6 <<OzaDa-guRa>T6-yuktAH>T3 <OzaDIya-sasyAni>K1,rAjan vEdyam OzaDa guRa yuktAH OzaDIya sasyAni,B-C I-C B-C I-C I-C B-C I-C,"0,2 T6|2,4 T6|2,5 T3|5,7 K1",<rAjan-vEdyam>Tatpurusha <<OzaDa-guRa>Tatpurusha-yuktAH>Tatpurusha <OzaDIya-sasyAni>Tatpurusha,"0,2 Tatpurusha|2,4 Tatpurusha|2,5 Tatpurusha|5,7 Tatpurusha"
93,<<miTyA-upaGAta>K1-upahatA>T3,miTyA upaGAta upahatA,B-C I-C I-C,"0,2 K1|0,3 T3",<<miTyA-upaGAta>Tatpurusha-upahatA>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha"
94,<<<saMKyA-viSeza>T6-jijYAsA>T6-udayAt>T6,saMKyA viSeza jijYAsA udayAt,B-C I-C I-C I-C,"0,2 T6|0,3 T6|0,4 T6",<<<saMKyA-viSeza>Tatpurusha-jijYAsA>Tatpurusha-udayAt>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha|0,4 Tatpurusha"
95,<<<klfpta-<vAkya-arTa>T6>K1-avagama>T6-sAmarTya>T6,klfpta vAkya arTa avagama sAmarTya,B-C I-C I-C I-C I-C,"0,3 K1|0,4 T6|0,5 T6|1,3 T6",<<<klfpta-<vAkya-arTa>Tatpurusha>Tatpurusha-avagama>Tatpurusha-sAmarTya>Tatpurusha,"0,3 Tatpurusha|0,4 Tatpurusha|0,5 Tatpurusha|1,3 Tatpurusha"
96,<<citra-pawa>T6-mahotsavaH>T6,citra pawa mahotsavaH,B-C I-C I-C,"0,2 T6|0,3 T6",<<citra-pawa>Tatpurusha-mahotsavaH>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha"
97,<janman-dinaM>T6 <<koza-prakASana>T6-vArtA>T6 <<vArtA-AlApa>T6-vizayaH>T6,janman dinaM koza prakASana vArtA vArtA AlApa vizayaH,B-C I-C B-C I-C I-C B-C I-C I-C,"0,2 T6|2,4 T6|2,5 T6|5,7 T6|5,8 T6",<janman-dinaM>Tatpurusha <<koza-prakASana>Tatpurusha-vArtA>Tatpurusha <<vArtA-AlApa>Tatpurusha-vizayaH>Tatpurusha,"0,2 Tatpurusha|2,4 Tatpurusha|2,5 Tatpurusha|5,7 Tatpurusha|5,8 Tatpurusha"
98,<Dfta-upanetra>Bs3 <<kara-Dfta>T7-ciwikA>Bs3,Dfta upanetra kara Dfta ciwikA,B-C I-C B-C I-C I-C,"0,2 Bs3|2,4 T7|2,5 Bs3",<Dfta-upanetra>Bahuvrihi <<kara-Dfta>Tatpurusha-ciwikA>Bahuvrihi,"0,2 Bahuvrihi|2,4 Tatpurusha|2,5 Bahuvrihi"
99,<jahat-<sva-arTA>T6>T2,jahat sva arTA,B-C I-C I-C,"0,3 T2|1,3 T6",<jahat-<sva-arTA>Tatpurusha>Tatpurusha,"0,3 Tatpurusha|1,3 Tatpurusha"
100,<<vega-nigraha>T6-jAH>U,vega nigraha jAH,B-C I-C I-C,"0,2 T6|0,3 U",<<vega-nigraha>Tatpurusha-jAH>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha"
101,<vyAsa-sUtrARi>T6 <<SAMkara-BAzya>K1-vAkyAni>T6 <<<parama-arTa>K1-sAra>T6-kArikAH>T6,vyAsa sUtrARi SAMkara BAzya vAkyAni parama arTa sAra kArikAH,B-C I-C B-C I-C I-C B-C I-C I-C I-C,"0,2 T6|2,4 K1|2,5 T6|5,7 K1|5,8 T6|5,9 T6",<vyAsa-sUtrARi>Tatpurusha <<SAMkara-BAzya>Tatpurusha-vAkyAni>Tatpurusha <<<parama-arTa>Tatpurusha-sAra>Tatpurusha-kArikAH>Tatpurusha,"0,2 Tatpurusha|2,4 Tatpurusha|2,5 Tatpurusha|5,7 Tatpurusha|5,8 Tatpurusha|5,9 Tatpurusha"
102,<Gora-<grIzma-samayaH>T6>K1,Gora grIzma samayaH,B-C I-C I-C,"0,3 K1|1,3 T6",<Gora-<grIzma-samayaH>Tatpurusha>Tatpurusha,"0,3 Tatpurusha|1,3 Tatpurusha"
103,<<putra-Soka>T6-ArditaH>T3 <Akula-indriyaH>Bs6,putra Soka ArditaH Akula indriyaH,B-C I-C I-C B-C I-C,"0,2 T6|0,3 T3|3,5 Bs6",<<putra-Soka>Tatpurusha-ArditaH>Tatpurusha <Akula-indriyaH>Bahuvrihi,"0,2 Tatpurusha|0,3 Tatpurusha|3,5 Bahuvrihi"
104,<aSva-patiH>T6 <<na-pUrva>Tn-Saktim>K1 <paSu-pakziRAm>Di,aSva patiH na pUrva Saktim paSu pakziRAm,B-C I-C B-C I-C I-C B-C I-C,"0,2 T6|2,4 Tn|2,5 K1|5,7 Di",<aSva-patiH>Tatpurusha <<na-pUrva>Tatpurusha-Saktim>Tatpurusha <paSu-pakziRAm>Dvandva,"0,2 Tatpurusha|2,4 Tatpurusha|2,5 Tatpurusha|5,7 Dvandva"
105,<duzwa-vAdI>U <guRa-dvezI>U <<sva-jana>T6-<nir-dayaH>Bsp>T7,duzwa vAdI guRa dvezI sva jana nir dayaH,B-C I-C B-C I-C B-C I-C I-C I-C,"0,2 U|2,4 U|4,6 T6|4,8 T7|6,8 Bsp",<duzwa-vAdI>Tatpurusha <guRa-dvezI>Tatpurusha <<sva-jana>Tatpurusha-<nir-dayaH>Bahuvrihi>Tatpurusha,"0,2 Tatpurusha|2,4 Tatpurusha|4,6 Tatpurusha|4,8 Tatpurusha|6,8 Bahuvrihi"
106,<<<giri-vara>T6-tawa>T6-rUpA>Bsu <durnivAra-ativIryA>Bs6,giri vara tawa rUpA durnivAra ativIryA,B-C I-C I-C I-C B-C I-C,"0,2 T6|0,3 T6|0,4 Bsu|4,6 Bs6",<<<giri-vara>Tatpurusha-tawa>Tatpurusha-rUpA>Bahuvrihi <durnivAra-ativIryA>Bahuvrihi,"0,2 Tatpurusha|0,3 Tatpurusha|0,4 Bahuvrihi|4,6 Bahuvrihi"
107,<sOvIra-rAjasya>T6 <avimAraka-<na-darSanena>Tn>T6 <kArya-saNkawaH>T6,sOvIra rAjasya avimAraka na darSanena kArya saNkawaH,B-C I-C B-C I-C I-C B-C I-C,"0,2 T6|2,5 T6|3,5 Tn|5,7 T6",<sOvIra-rAjasya>Tatpurusha <avimAraka-<na-darSanena>Tatpurusha>Tatpurusha <kArya-saNkawaH>Tatpurusha,"0,2 Tatpurusha|2,5 Tatpurusha|3,5 Tatpurusha|5,7 Tatpurusha"
108,<<dvE-viDya>Km-upapatteH>T6,dvE viDya upapatteH,B-C I-C I-C,"0,2 Km|0,3 T6",<<dvE-viDya>Tatpurusha-upapatteH>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha"
109,<<mUla-arTa>T6-spazwIkaraRam>T6 <svatantra-vicAraH>K1,mUla arTa spazwIkaraRam svatantra vicAraH,B-C I-C I-C B-C I-C,"0,2 T6|0,3 T6|3,5 K1",<<mUla-arTa>Tatpurusha-spazwIkaraRam>Tatpurusha <svatantra-vicAraH>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha|3,5 Tatpurusha"
110,<nirDana-CatrARAm>k1 <<dAnIya-<citra-pawa>T6>K1-pradarSanasya>T6,nirDana CatrARAm dAnIya citra pawa pradarSanasya,B-C I-C B-C I-C I-C I-C,"0,2 k1|2,5 K1|2,6 T6|3,5 T6",<nirDana-CatrARAm>Tatpurusha <<dAnIya-<citra-pawa>Tatpurusha>Tatpurusha-pradarSanasya>Tatpurusha,"0,2 Tatpurusha|2,5 Tatpurusha|2,6 Tatpurusha|3,5 Tatpurusha"
111,<<tad-prayojya>T3-<tIra-upasTitO>T6>K1 <<SAbda-boDa>K1-anukUla>T6,tad prayojya tIra upasTitO SAbda boDa anukUla,B-C I-C I-C I-C B-C I-C I-C,"0,2 T3|0,4 K1|2,4 T6|4,6 K1|4,7 T6",<<tad-prayojya>Tatpurusha-<tIra-upasTitO>Tatpurusha>Tatpurusha <<SAbda-boDa>Tatpurusha-anukUla>Tatpurusha,"0,2 Tatpurusha|0,4 Tatpurusha|2,4 Tatpurusha|4,6 Tatpurusha|4,7 Tatpurusha"
112,<<prARa-nATa>K7-<mahat-AtmanA>K1>K1,prARa nATa mahat AtmanA,B-C I-C I-C I-C,"0,2 K7|0,4 K1|2,4 K1",<<prARa-nATa>Tatpurusha-<mahat-AtmanA>Tatpurusha>Tatpurusha,"0,2 Tatpurusha|0,4 Tatpurusha|2,4 Tatpurusha"
113,<<praTamA-anta>Bv-arTaH>K1,praTamA anta arTaH,B-C I-C I-C,"0,2 Bv|0,3 K1",<<praTamA-anta>Bahuvrihi-arTaH>Tatpurusha,"0,2 Bahuvrihi|0,3 Tatpurusha"
114,<SrImat-<Bagavat-gItAsu>T6>K1 <brahma-vidyAyAm>T6 <yoga-SAstre>K7 <<SrIkfzRa-arjuna>Di-saMvAde>T6 <<<<dEva-asura>Di-sampad>T6-viBAga>T6-yogaH>K6,SrImat Bagavat gItAsu brahma vidyAyAm yoga SAstre SrIkfzRa arjuna saMvAde dEva asura sampad viBAga yogaH,B-C I-C I-C B-C I-C B-C I-C B-C I-C I-C B-C I-C I-C I-C I-C,"0,3 K1|1,3 T6|3,5 T6|5,7 K7|7,9 Di|7,10 T6|10,12 Di|10,13 T6|10,14 T6|10,15 K6",<SrImat-<Bagavat-gItAsu>Tatpurusha>Tatpurusha <brahma-vidyAyAm>Tatpurusha <yoga-SAstre>Tatpurusha <<SrIkfzRa-arjuna>Dvandva-saMvAde>Tatpurusha <<<<dEva-asura>Dvandva-sampad>Tatpurusha-viBAga>Tatpurusha-yogaH>Tatpurusha,"0,3 Tatpurusha|1,3 Tatpurusha|3,5 Tatpurusha|5,7 Tatpurusha|7,9 Dvandva|7,10 Tatpurusha|10,12 Dvandva|10,13 Tatpurusha|10,14 Tatpurusha|10,15 Tatpurusha"
115,<<vana-dEtya>T6-sakASam>T6,vana dEtya sakASam,B-C I-C I-C,"0,2 T6|0,3 T6",<<vana-dEtya>Tatpurusha-sakASam>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha"
116,<<gItA-SAstra>K7-arTaH>T6,gItA SAstra arTaH,B-C I-C I-C,"0,2 K7|0,3 T6",<<gItA-SAstra>Tatpurusha-arTaH>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha"
117,<jalaja-AnUpa-bElAnAM>Di,jalaja AnUpa bElAnAM,B-C I-C I-C,"0,3 Di",<jalaja-AnUpa-bElAnAM>Dvandva,"0,3 Dvandva"
118,<<<anuSAsana-akzara>T6-arTa>T6-<na-atilaNGanena>Tn>T6 <<AKyAta-vAcya>T3-tA-svIkAraH>T6,anuSAsana akzara arTa na atilaNGanena AKyAta vAcya tA svIkAraH,B-C I-C I-C I-C I-C B-C I-C I-C I-C,"0,2 T6|0,3 T6|0,5 T6|3,5 Tn|5,7 T3|5,9 T6",<<<anuSAsana-akzara>Tatpurusha-arTa>Tatpurusha-<na-atilaNGanena>Tatpurusha>Tatpurusha <<AKyAta-vAcya>Tatpurusha-tA-svIkAraH>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha|0,5 Tatpurusha|3,5 Tatpurusha|5,7 Tatpurusha|5,9 Tatpurusha"
119,<saMskfta-kAleja>T6 <<snAtaka-uttara>T5-parIkzAm>K7 <ANgala-BAzA>K7,saMskfta kAleja snAtaka uttara parIkzAm ANgala BAzA,B-C I-C B-C I-C I-C B-C I-C,"0,2 T6|2,4 T5|2,5 K7|5,7 K7",<saMskfta-kAleja>Tatpurusha <<snAtaka-uttara>Tatpurusha-parIkzAm>Tatpurusha <ANgala-BAzA>Tatpurusha,"0,2 Tatpurusha|2,4 Tatpurusha|2,5 Tatpurusha|5,7 Tatpurusha"
120,<<<niDi-lABa>T6-Adi>Bs6-SaNkayA>K1 <BramaRa-darSanAt>T6,niDi lABa Adi SaNkayA BramaRa darSanAt,B-C I-C I-C I-C B-C I-C,"0,2 T6|0,3 Bs6|0,4 K1|4,6 T6",<<<niDi-lABa>Tatpurusha-Adi>Bahuvrihi-SaNkayA>Tatpurusha <BramaRa-darSanAt>Tatpurusha,"0,2 Tatpurusha|0,3 Bahuvrihi|0,4 Tatpurusha|4,6 Tatpurusha"
121,<<<dvitIyA-viBakti>K7-arTa>T6-vicAre>T6,dvitIyA viBakti arTa vicAre,B-C I-C I-C I-C,"0,2 K7|0,3 T6|0,4 T6",<<<dvitIyA-viBakti>Tatpurusha-arTa>Tatpurusha-vicAre>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha|0,4 Tatpurusha"
122,<<tad-anusaraRa>T6-krameRa>T6,tad anusaraRa krameRa,B-C I-C I-C,"0,2 T6|0,3 T6",<<tad-anusaraRa>Tatpurusha-krameRa>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha"
123,<vasizWa-vAmadeva-suyajYa-jAbAlipraBftIn>Di,vasizWa vAmadeva suyajYa jAbAlipraBftIn,B-C I-C I-C I-C,"0,4 Di",<vasizWa-vAmadeva-suyajYa-jAbAlipraBftIn>Dvandva,"0,4 Dvandva"
124,<sa-<anu-SarIrAt>Tp>BvS <kalpa-maYjaryA>T6 <pra-sarati>Tp,sa anu SarIrAt kalpa maYjaryA pra sarati,B-C I-C I-C B-C I-C B-C I-C,"0,3 BvS|1,3 Tp|3,5 T6|5,7 Tp",<sa-<anu-SarIrAt>Tatpurusha>Bahuvrihi <kalpa-maYjaryA>Tatpurusha <pra-sarati>Tatpurusha,"0,3 Bahuvrihi|1,3 Tatpurusha|3,5 Tatpurusha|5,7 Tatpurusha"
125,<sva-AtmanaH>T6 <na-<vimfSya-kAri>U>Tn,sva AtmanaH na vimfSya kAri,B-C I-C B-C I-C I-C,"0,2 T6|2,5 Tn|3,5 U",<sva-AtmanaH>Tatpurusha <na-<vimfSya-kAri>Tatpurusha>Tatpurusha,"0,2 Tatpurusha|2,5 Tatpurusha|3,5 Tatpurusha"
126,<<deha-indriya-vizaya-saMbanDa>Di-Adizu>Bs6 <apekzA-vizayezu>T6 <na-apekzaH>Bsmn,deha indriya vizaya saMbanDa Adizu apekzA vizayezu na apekzaH,B-C I-C I-C I-C I-C B-C I-C B-C I-C,"0,4 Di|0,5 Bs6|5,7 T6|7,9 Bsmn",<<deha-indriya-vizaya-saMbanDa>Dvandva-Adizu>Bahuvrihi <apekzA-vizayezu>Tatpurusha <na-apekzaH>Bahuvrihi,"0,4 Dvandva|0,5 Bahuvrihi|5,7 Tatpurusha|7,9 Bahuvrihi"
127,<<<na-izwa>Tn-sADana>K1-tva-saMsargasya>T6 <<pada-vftti>T6-<na-smAritasya>Tn>T3,na izwa sADana tva saMsargasya pada vftti na smAritasya,B-C I-C I-C I-C I-C B-C I-C I-C I-C,"0,2 Tn|0,3 K1|0,5 T6|5,7 T6|5,9 T3|7,9 Tn",<<<na-izwa>Tatpurusha-sADana>Tatpurusha-tva-saMsargasya>Tatpurusha <<pada-vftti>Tatpurusha-<na-smAritasya>Tatpurusha>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha|0,5 Tatpurusha|5,7 Tatpurusha|5,9 Tatpurusha|7,9 Tatpurusha"
128,<<tad-Pala>K1-anuBAvaM>T6,tad Pala anuBAvaM,B-C I-C I-C,"0,2 K1|0,3 T6",<<tad-Pala>Tatpurusha-anuBAvaM>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha"
129,<<kuSala-praSna>T6-anantaraM>T6 <puro-hitaH>U <ramAbAI-nAmnIM>K7 <pAda-trARena>U,kuSala praSna anantaraM puro hitaH ramAbAI nAmnIM pAda trARena,B-C I-C I-C B-C I-C B-C I-C B-C I-C,"0,2 T6|0,3 T6|3,5 U|5,7 K7|7,9 U",<<kuSala-praSna>Tatpurusha-anantaraM>Tatpurusha <puro-hitaH>Tatpurusha <ramAbAI-nAmnIM>Tatpurusha <pAda-trARena>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha|3,5 Tatpurusha|5,7 Tatpurusha|7,9 Tatpurusha"
