,Raw_Tagged,Clean,Bio_tagged,Span_Tagged,Coarse_tag,Coarse_Span_Tagged
86,<<BAra-avatAra>T6-arTam>T4,BAra avatAra arTam,B-C I-C I-C,"0,2 T6|0,3 T4",<<BAra-avatAra>Tatpurusha-arTam>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha"
87,<<vivAha-samaya>T6-IritAH>T7,vivAha samaya IritAH,B-C I-C I-C,"0,2 T6|0,3 T7",<<vivAha-samaya>Tatpurusha-IritAH>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha"
88,<<sarva-sva>T6-BUtaH>T2 <<BU-BAra>T6-haraRAya>T6,sarva sva BUtaH BU BAra haraRAya,B-C I-C I-C B-C I-C I-C,"0,2 T6|0,3 T2|3,5 T6|3,6 T6",<<sarva-sva>Tatpurusha-BUtaH>Tatpurusha <<BU-BAra>Tatpurusha-haraRAya>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha|3,5 Tatpurusha|3,6 Tatpurusha"
89,<kzema-karI>U <<na-eka>Tn-bAhuH>Bs6,kzema karI na eka bAhuH,B-C I-C B-C I-C I-C,"0,2 U|2,4 Tn|2,5 Bs6",<kzema-karI>Tatpurusha <<na-eka>Tatpurusha-bAhuH>Bahuvrihi,"0,2 Tatpurusha|2,4 Tatpurusha|2,5 Bahuvrihi"
90,<<yaSodA-pati>T6-nandAya>K1,yaSodA pati nandAya,B-C I-C I-C,"0,2 T6|0,3 K1",<<yaSodA-pati>Tatpurusha-nandAya>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha"
91,<<yamala-arjuna>Di-maDye>T6 <yamala-arjunO>Di,yamala arjuna maDye yamala arjunO,B-C I-C I-C B-C I-C,"0,2 Di|0,3 T6|3,5 Di",<<yamala-arjuna>Dvandva-maDye>Tatpurusha <yamala-arjunO>Dvandva,"0,2 Dvandva|0,3 Tatpurusha|3,5 Dvandva"
92,<<vfndA-vana>T6-gataH>T2 <yamunA-hradAt>T6,vfndA vana gataH yamunA hradAt,B-C I-C I-C B-C I-C,"0,2 T6|0,3 T2|3,5 T6",<<vfndA-vana>Tatpurusha-gataH>Tatpurusha <yamunA-hradAt>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha|3,5 Tatpurusha"
93,<raTa-sTaH>T6 <<<kaMsa-ukta>T3-akrUra>K1-saMstutaH>T3,raTa sTaH kaMsa ukta akrUra saMstutaH,B-C I-C B-C I-C I-C I-C,"0,2 T6|2,4 T3|2,5 K1|2,6 T3",<raTa-sTaH>Tatpurusha <<<kaMsa-ukta>Tatpurusha-akrUra>Tatpurusha-saMstutaH>Tatpurusha,"0,2 Tatpurusha|2,4 Tatpurusha|2,5 Tatpurusha|2,6 Tatpurusha"
94,<deva-ganDarva-yakzARAm>Di <jana-arddanaH>U,deva ganDarva yakzARAm jana arddanaH,B-C I-C I-C B-C I-C,"0,3 Di|3,5 U",<deva-ganDarva-yakzARAm>Dvandva <jana-arddanaH>Tatpurusha,"0,3 Dvandva|3,5 Tatpurusha"
95,<Siva-putraH>T6 <<mayUra-Dvaja>T6-pAtataH>T6,Siva putraH mayUra Dvaja pAtataH,B-C I-C B-C I-C I-C,"0,2 T6|2,4 T6|2,5 T6",<Siva-putraH>Tatpurusha <<mayUra-Dvaja>Tatpurusha-pAtataH>Tatpurusha,"0,2 Tatpurusha|2,4 Tatpurusha|2,5 Tatpurusha"
96,<<vESAKa-mAsa>K1-dvAdaSyAm>T6,vESAKa mAsa dvAdaSyAm,B-C I-C I-C,"0,2 K1|0,3 T6",<<vESAKa-mAsa>Tatpurusha-dvAdaSyAm>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha"
97,<<nandi-vinAyaka-skanda>Di-muKAH>Bs6 <tArkzya-AdiBiH>Bs6,nandi vinAyaka skanda muKAH tArkzya AdiBiH,B-C I-C I-C I-C B-C I-C,"0,3 Di|0,4 Bs6|4,6 Bs6",<<nandi-vinAyaka-skanda>Dvandva-muKAH>Bahuvrihi <tArkzya-AdiBiH>Bahuvrihi,"0,3 Dvandva|0,4 Bahuvrihi|4,6 Bahuvrihi"
98,<Siva-AdyEH>Bs6 <<uzA-Adi>Bs6-yuk>U,Siva AdyEH uzA Adi yuk,B-C I-C B-C I-C I-C,"0,2 Bs6|2,4 Bs6|2,5 U",<Siva-AdyEH>Bahuvrihi <<uzA-Adi>Bahuvrihi-yuk>Tatpurusha,"0,2 Bahuvrihi|2,4 Bahuvrihi|2,5 Tatpurusha"
99,<<ugrasena-Adi>Bs6-yAdavEH>K1,ugrasena Adi yAdavEH,B-C I-C I-C,"0,2 Bs6|0,3 K1",<<ugrasena-Adi>Bahuvrihi-yAdavEH>Tatpurusha,"0,2 Bahuvrihi|0,3 Tatpurusha"
100,<anirudDa-<Atman-jaH>U>T6,anirudDa Atman jaH,B-C I-C I-C,"0,3 T6|1,3 U",<anirudDa-<Atman-jaH>Tatpurusha>Tatpurusha,"0,3 Tatpurusha|1,3 Tatpurusha"
101,<<kOrava-unmAda>T6-nASanaH>U,kOrava unmAda nASanaH,B-C I-C I-C,"0,2 T6|0,3 U",<<kOrava-unmAda>Tatpurusha-nASanaH>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha"
102,<<na-eka>Tn-mUrttiH>Bs6 <rukmiRi-AdiBiH>Bs6,na eka mUrttiH rukmiRi AdiBiH,B-C I-C I-C B-C I-C,"0,2 Tn|0,3 Bs6|3,5 Bs6",<<na-eka>Tatpurusha-mUrttiH>Bahuvrihi <rukmiRi-AdiBiH>Bahuvrihi,"0,2 Tatpurusha|0,3 Bahuvrihi|3,5 Bahuvrihi"
103,<mahat-purARe>K1 <<hari-vaMSa>T6-varRanam>T6,mahat purARe hari vaMSa varRanam,B-C I-C B-C I-C I-C,"0,2 K1|2,4 T6|2,5 T6",<mahat-purARe>Tatpurusha <<hari-vaMSa>Tatpurusha-varRanam>Tatpurusha,"0,2 Tatpurusha|2,4 Tatpurusha|2,5 Tatpurusha"
104,<<<<kuru-pARqava>Di-utpatti>T6-Adi>Bs6-kaTanam>T6,kuru pARqava utpatti Adi kaTanam,B-C I-C I-C I-C I-C,"0,2 Di|0,3 T6|0,4 Bs6|0,5 T6",<<<<kuru-pARqava>Dvandva-utpatti>Tatpurusha-Adi>Bahuvrihi-kaTanam>Tatpurusha,"0,2 Dvandva|0,3 Tatpurusha|0,4 Bahuvrihi|0,5 Tatpurusha"
105,<<kfzRa-mAhAtmya>T6-lakzaRam>T6,kfzRa mAhAtmya lakzaRam,B-C I-C I-C,"0,2 T6|0,3 T6",<<kfzRa-mAhAtmya>Tatpurusha-lakzaRam>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha"
106,<<<vizRu-nABi>T6-abja>K6-jaH>U <brahman-putraH>T6,vizRu nABi abja jaH brahman putraH,B-C I-C I-C I-C B-C I-C,"0,2 T6|0,3 K6|0,4 U|4,6 T6",<<<vizRu-nABi>Tatpurusha-abja>Tatpurusha-jaH>Tatpurusha <brahman-putraH>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha|0,4 Tatpurusha|4,6 Tatpurusha"
107,<<SataSfNga-ASrama>T6-pade>T6 <BAryA-yogAt>T6,SataSfNga ASrama pade BAryA yogAt,B-C I-C I-C B-C I-C,"0,2 T6|0,3 T6|3,5 T6",<<SataSfNga-ASrama>Tatpurusha-pade>Tatpurusha <BAryA-yogAt>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha|3,5 Tatpurusha"
108,<<brahma-astra>K1-AdIn>Bs6 <Sastra-viSAradAH>T7,brahma astra AdIn Sastra viSAradAH,B-C I-C I-C B-C I-C,"0,2 K1|0,3 Bs6|3,5 T7",<<brahma-astra>Tatpurusha-AdIn>Bahuvrihi <Sastra-viSAradAH>Tatpurusha,"0,2 Tatpurusha|0,3 Bahuvrihi|3,5 Tatpurusha"
109,<<go-graha>T6-AdIn>Bs6,go graha AdIn,B-C I-C I-C,"0,2 T6|0,3 Bs6",<<go-graha>Tatpurusha-AdIn>Bahuvrihi,"0,2 Tatpurusha|0,3 Bahuvrihi"
110,<<saptan-akzOhiRI>Km-ISaH>T6,saptan akzOhiRI ISaH,B-C I-C I-C,"0,2 Km|0,3 T6",<<saptan-akzOhiRI>Tatpurusha-ISaH>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha"
111,<<ekAdaSan-akzOhiRI>Km-ISam>T6,ekAdaSan akzOhiRI ISam,B-C I-C I-C,"0,2 Km|0,3 T6",<<ekAdaSan-akzOhiRI>Tatpurusha-ISam>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha"
112,<BU-<sUcI-agram>T6>T6 <saNgrahaRa-udyataH>T4,BU sUcI agram saNgrahaRa udyataH,B-C I-C I-C B-C I-C,"0,3 T6|1,3 T6|3,5 T4",<BU-<sUcI-agram>Tatpurusha>Tatpurusha <saNgrahaRa-udyataH>Tatpurusha,"0,3 Tatpurusha|1,3 Tatpurusha|3,5 Tatpurusha"
113,<mahat-purARe>K1 <<Adiparvan-Adi>Bs6-varRanam>T6,mahat purARe Adiparvan Adi varRanam,B-C I-C B-C I-C I-C,"0,2 K1|2,4 Bs6|2,5 T6",<mahat-purARe>Tatpurusha <<Adiparvan-Adi>Bahuvrihi-varRanam>Tatpurusha,"0,2 Tatpurusha|2,4 Bahuvrihi|2,5 Tatpurusha"
114,<<<kuru-pARqava>Di-saNgrAma>T6-varRanam>T6,kuru pARqava saNgrAma varRanam,B-C I-C I-C I-C,"0,2 Di|0,3 T6|0,4 T6",<<<kuru-pARqava>Dvandva-saNgrAma>Tatpurusha-varRanam>Tatpurusha,"0,2 Dvandva|0,3 Tatpurusha|0,4 Tatpurusha"
115,<<BIzma-droRa>Di-AdikAn>Bs6,BIzma droRa AdikAn,B-C I-C I-C,"0,2 Di|0,3 Bs6",<<BIzma-droRa>Dvandva-AdikAn>Bahuvrihi,"0,2 Dvandva|0,3 Bahuvrihi"
116,<<deva-asura>Di-samam>T3 <<kuru-pARqava>Di-senayoH>T6,deva asura samam kuru pARqava senayoH,B-C I-C I-C B-C I-C I-C,"0,2 Di|0,3 T3|3,5 Di|3,6 T6",<<deva-asura>Dvandva-samam>Tatpurusha <<kuru-pARqava>Dvandva-senayoH>Tatpurusha,"0,2 Dvandva|0,3 Tatpurusha|3,5 Dvandva|3,6 Tatpurusha"
117,<<svar-sTa>U-devAnAm>K1 <prIti-vardDanam>T6,svar sTa devAnAm prIti vardDanam,B-C I-C I-C B-C I-C,"0,2 U|0,3 K1|3,5 T6",<<svar-sTa>Tatpurusha-devAnAm>Tatpurusha <prIti-vardDanam>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha|3,5 Tatpurusha"
118,<hasti-aSva-raTa-pAdAtam>Ds <<anyonya-astra>T6-nipAtitam>T6,hasti aSva raTa pAdAtam anyonya astra nipAtitam,B-C I-C I-C I-C B-C I-C I-C,"0,4 Ds|4,6 T6|4,7 T6",<hasti-aSva-raTa-pAdAtam>Dvandva <<anyonya-astra>Tatpurusha-nipAtitam>Tatpurusha,"0,4 Dvandva|4,6 Tatpurusha|4,7 Tatpurusha"
119,<vasu-uktaH>T3 <vasu-lokAya>T6 <<Sara-SayyA>T6-gataH>T2,vasu uktaH vasu lokAya Sara SayyA gataH,B-C I-C B-C I-C B-C I-C I-C,"0,2 T3|2,4 T6|4,6 T6|4,7 T2",<vasu-uktaH>Tatpurusha <vasu-lokAya>Tatpurusha <<Sara-SayyA>Tatpurusha-gataH>Tatpurusha,"0,2 Tatpurusha|2,4 Tatpurusha|4,6 Tatpurusha|4,7 Tatpurusha"
120,<<yama-rAzwra>T6-vivarDanam>T6,yama rAzwra vivarDanam,B-C I-C I-C,"0,2 T6|0,3 T6",<<yama-rAzwra>Tatpurusha-vivarDanam>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha"
121,<<virAwa-drupada>Di-AdyAH>Bs6 <droRa-sAgare>K6,virAwa drupada AdyAH droRa sAgare,B-C I-C I-C B-C I-C,"0,2 Di|0,3 Bs6|3,5 K6",<<virAwa-drupada>Dvandva-AdyAH>Bahuvrihi <droRa-sAgare>Tatpurusha,"0,2 Dvandva|0,3 Bahuvrihi|3,5 Tatpurusha"
122,<mahat-senA>K1 <hasti-aSva-raTa-pattinI>Bb,mahat senA hasti aSva raTa pattinI,B-C I-C B-C I-C I-C I-C,"0,2 K1|2,6 Bb",<mahat-senA>Tatpurusha <hasti-aSva-raTa-pattinI>Bahuvrihi,"0,2 Tatpurusha|2,6 Bahuvrihi"
123,<<Dfzwadyumna-Sara>T6-AkrAntaH>T3 <mahI-tale>T6,Dfzwadyumna Sara AkrAntaH mahI tale,B-C I-C I-C B-C I-C,"0,2 T6|0,3 T3|3,5 T6",<<Dfzwadyumna-Sara>Tatpurusha-AkrAntaH>Tatpurusha <mahI-tale>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha|3,5 Tatpurusha"
124,<Sastra-Sastri>Bsp <mahat-rOdram>K1 <<<deva-asura>Di-raRa>T6-upamam>Bs6,Sastra Sastri mahat rOdram deva asura raRa upamam,B-C I-C B-C I-C B-C I-C I-C I-C,"0,2 Bsp|2,4 K1|4,6 Di|4,7 T6|4,8 Bs6",<Sastra-Sastri>Bahuvrihi <mahat-rOdram>Tatpurusha <<<deva-asura>Dvandva-raRa>Tatpurusha-upamam>Bahuvrihi,"0,2 Bahuvrihi|2,4 Tatpurusha|4,6 Dvandva|4,7 Tatpurusha|4,8 Bahuvrihi"
125,<<karRa-arjuna>Di-AKye>Bs6,karRa arjuna AKye,B-C I-C I-C,"0,2 Di|0,3 Bs6",<<karRa-arjuna>Dvandva-AKye>Bahuvrihi,"0,2 Dvandva|0,3 Bahuvrihi"
126,<<aSvatTAman-astra>T6-nirddagDam>T3,aSvatTAman astra nirddagDam,B-C I-C I-C,"0,2 T6|0,3 T3",<<aSvatTAman-astra>Tatpurusha-nirddagDam>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha"
127,<datta-<<udaka-Dana>Di-AdikaH>Bs6>Bs3,datta udaka Dana AdikaH,B-C I-C I-C I-C,"0,4 Bs3|1,3 Di|1,4 Bs6",<datta-<<udaka-Dana>Dvandva-AdikaH>Bahuvrihi>Bahuvrihi,"0,4 Bahuvrihi|1,3 Dvandva|1,4 Bahuvrihi"
128,<<pARqava-carita>T6-varRanam>T6,pARqava carita varRanam,B-C I-C I-C,"0,2 T6|0,3 T6",<<pARqava-carita>Tatpurusha-varRanam>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha"
129,<<na-Darmma>Tn-nASAya>T6 <nimittai-kftya>Tg,na Darmma nASAya nimittai kftya,B-C I-C I-C B-C I-C,"0,2 Tn|0,3 T6|3,5 Tg",<<na-Darmma>Tatpurusha-nASAya>Tatpurusha <nimittai-kftya>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha|3,5 Tatpurusha"
130,<<vipra-SApa>T6-vyAjena>T6,vipra SApa vyAjena,B-C I-C I-C,"0,2 T6|0,3 T6",<<vipra-SApa>Tatpurusha-vyAjena>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha"
131,<datta-<udaka-Dana>Di-AdikaH>Bb,datta udaka Dana AdikaH,B-C I-C I-C I-C,"0,4 Bb|1,3 Di",<datta-<udaka-Dana>Dvandva-AdikaH>Bahuvrihi,"0,4 Bahuvrihi|1,3 Dvandva"
132,<saMsAra-<na-nityatAm>Tn>T6 <azwan-Satam>Km,saMsAra na nityatAm azwan Satam,B-C I-C I-C B-C I-C,"0,3 T6|1,3 Tn|3,5 Km",<saMsAra-<na-nityatAm>Tatpurusha>Tatpurusha <azwan-Satam>Tatpurusha,"0,3 Tatpurusha|1,3 Tatpurusha|3,5 Tatpurusha"
133,<<<indra-AnIta>T3-raTa>K1-ArUQaH>T2 <sa-anujaH>BvS,indra AnIta raTa ArUQaH sa anujaH,B-C I-C I-C I-C B-C I-C,"0,2 T3|0,3 K1|0,4 T2|4,6 BvS",<<<indra-AnIta>Tatpurusha-raTa>Tatpurusha-ArUQaH>Tatpurusha <sa-anujaH>Bahuvrihi,"0,2 Tatpurusha|0,3 Tatpurusha|0,4 Tatpurusha|4,6 Bahuvrihi"
134,<<<budDa-Adi>Bs6-ayavatAra>K1-kaTanam>T6,budDa Adi ayavatAra kaTanam,B-C I-C I-C I-C,"0,2 Bs6|0,3 K1|0,4 T6",<<<budDa-Adi>Bahuvrihi-ayavatAra>Tatpurusha-kaTanam>Tatpurusha,"0,2 Bahuvrihi|0,3 Tatpurusha|0,4 Tatpurusha"
135,<<mAyA-moha>Di-svarUpaH>Bs6 <SudDodana-sutaH>T6,mAyA moha svarUpaH SudDodana sutaH,B-C I-C I-C B-C I-C,"0,2 Di|0,3 Bs6|3,5 T6",<<mAyA-moha>Dvandva-svarUpaH>Bahuvrihi <SudDodana-sutaH>Tatpurusha,"0,2 Dvandva|0,3 Bahuvrihi|3,5 Tatpurusha"
136,<<<veda-Darmma>Di-Adi>Bs6-varjitAH>Bs3,veda Darmma Adi varjitAH,B-C I-C I-C I-C,"0,2 Di|0,3 Bs6|0,4 Bs3",<<<veda-Darmma>Dvandva-Adi>Bahuvrihi-varjitAH>Bahuvrihi,"0,2 Dvandva|0,3 Bahuvrihi|0,4 Bahuvrihi"
137,<<kali-yuga>K7-ante>T6,kali yuga ante,B-C I-C I-C,"0,2 K7|0,3 T6",<<kali-yuga>Tatpurusha-ante>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha"
138,<<Darmma-kaYcuka>K6-saMvItAH>T3 <<na-Darma>Tn-rucayaH>Bv,Darmma kaYcuka saMvItAH na Darma rucayaH,B-C I-C I-C B-C I-C I-C,"0,2 K6|0,3 T3|3,5 Tn|3,6 Bv",<<Darmma-kaYcuka>Tatpurusha-saMvItAH>Tatpurusha <<na-Darma>Tatpurusha-rucayaH>Bahuvrihi,"0,2 Tatpurusha|0,3 Tatpurusha|3,5 Tatpurusha|3,6 Bahuvrihi"
139,<na-saNKyAtAH>Tn <<atIta-<na-Agata>Tn>Di-AdayaH>Bs6,na saNKyAtAH atIta na Agata AdayaH,B-C I-C B-C I-C I-C I-C,"0,2 Tn|2,5 Di|2,6 Bs6|3,5 Tn",<na-saNKyAtAH>Tatpurusha <<atIta-<na-Agata>Tatpurusha>Dvandva-AdayaH>Bahuvrihi,"0,2 Tatpurusha|2,5 Dvandva|2,6 Bahuvrihi|3,5 Tatpurusha"
140,<<daSan-avatAra>Km-AKyAn>Bs6,daSan avatAra AKyAn,B-C I-C I-C,"0,2 Km|0,3 Bs6",<<daSan-avatAra>Tatpurusha-AKyAn>Bahuvrihi,"0,2 Tatpurusha|0,3 Bahuvrihi"
141,<<Darmma-<na-Darmma>Tn>Di-vyavasTAnam>T6,Darmma na Darmma vyavasTAnam,B-C I-C I-C I-C,"0,3 Di|0,4 T6|1,3 Tn",<<Darmma-<na-Darmma>Tatpurusha>Dvandva-vyavasTAnam>Tatpurusha,"0,3 Dvandva|0,4 Tatpurusha|1,3 Tatpurusha"
142,<mahat-purARe>K1 <<<budDa-kalki>Di-avatAra>T6-varRanam>T6,mahat purARe budDa kalki avatAra varRanam,B-C I-C B-C I-C I-C I-C,"0,2 K1|2,4 Di|2,5 T6|2,6 T6",<mahat-purARe>Tatpurusha <<<budDa-kalki>Dvandva-avatAra>Tatpurusha-varRanam>Tatpurusha,"0,2 Tatpurusha|2,4 Dvandva|2,5 Tatpurusha|2,6 Tatpurusha"
143,<<sfzwi-vizayaka>T6-varRanam>T6,sfzwi vizayaka varRanam,B-C I-C I-C,"0,2 T6|0,3 T6",<<sfzwi-vizayaka>Tatpurusha-varRanam>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha"
144,<<jagat-sarga>T6-AdikAm>Bs6,jagat sarga AdikAm,B-C I-C I-C,"0,2 T6|0,3 Bs6",<<jagat-sarga>Tatpurusha-AdikAm>Bahuvrihi,"0,2 Tatpurusha|0,3 Bahuvrihi"
145,<na-vyaktam>Tn <<rAtri-dina>Di-Adikam>Bs6,na vyaktam rAtri dina Adikam,B-C I-C B-C I-C I-C,"0,2 Tn|2,4 Di|2,5 Bs6",<na-vyaktam>Tatpurusha <<rAtri-dina>Dvandva-Adikam>Bahuvrihi,"0,2 Tatpurusha|2,4 Dvandva|2,5 Bahuvrihi"
146,<mahat-purARe>K1 <<jagat-sarga>T6-varRanam>T6,mahat purARe jagat sarga varRanam,B-C I-C B-C I-C I-C,"0,2 K1|2,4 T6|2,5 T6",<mahat-purARe>Tatpurusha <<jagat-sarga>Tatpurusha-varRanam>Tatpurusha,"0,2 Tatpurusha|2,4 Tatpurusha|2,5 Tatpurusha"
147,<<svAyamBuva-vaMSa>T6-varRanam>T6,svAyamBuva vaMSa varRanam,B-C I-C I-C,"0,2 T6|0,3 T6",<<svAyamBuva-vaMSa>Tatpurusha-varRanam>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha"
148,<kzatra-<pUrva-jaH>U>T6,kzatra pUrva jaH,B-C I-C I-C,"0,3 T6|1,3 U",<kzatra-<pUrva-jaH>Tatpurusha>Tatpurusha,"0,3 Tatpurusha|1,3 Tatpurusha"
149,<muni-gaREH>T6 <sa-<apsaras-gaREH>T6>BvS,muni gaREH sa apsaras gaREH,B-C I-C B-C I-C I-C,"0,2 T6|2,5 BvS|3,5 T6",<muni-gaREH>Tatpurusha <sa-<apsaras-gaREH>Tatpurusha>Bahuvrihi,"0,2 Tatpurusha|2,5 Bahuvrihi|3,5 Tatpurusha"
150,<<na-pfTak>Tn-<Darmma-caraRAH>T6>Bs6 <mahat-tapaH>K1,na pfTak Darmma caraRAH mahat tapaH,B-C I-C I-C I-C B-C I-C,"0,2 Tn|0,4 Bs6|2,4 T6|4,6 K1",<<na-pfTak>Tatpurusha-<Darmma-caraRAH>Tatpurusha>Bahuvrihi <mahat-tapaH>Tatpurusha,"0,2 Tatpurusha|0,4 Bahuvrihi|2,4 Tatpurusha|4,6 Tatpurusha"
151,<<daSan-varza>Km-sahasrARi>T6 <<samudra-salile>T6-SayAH>U,daSan varza sahasrARi samudra salile SayAH,B-C I-C I-C B-C I-C I-C,"0,2 Km|0,3 T6|3,5 T6|3,6 U",<<daSan-varza>Tatpurusha-sahasrARi>Tatpurusha <<samudra-salile>Tatpurusha-SayAH>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha|3,5 Tatpurusha|3,6 Tatpurusha"
152,<<muKa-ja>U-<agni-marudByAm>Di>K1 <druma-kzayam>T6,muKa ja agni marudByAm druma kzayam,B-C I-C I-C I-C B-C I-C,"0,2 U|0,4 K1|2,4 Di|4,6 T6",<<muKa-ja>Tatpurusha-<agni-marudByAm>Dvandva>Tatpurusha <druma-kzayam>Tatpurusha,"0,2 Tatpurusha|0,4 Tatpurusha|2,4 Dvandva|4,6 Tatpurusha"
153,<sa-<cara-acaram>Ds>BvS,sa cara acaram,B-C I-C I-C,"0,3 BvS|1,3 Ds",<sa-<cara-acaram>Dvandva>Bahuvrihi,"0,3 Bahuvrihi|1,3 Dvandva"
154,<mahat-purARe>K1 <<jagat-sarga>T6-varRanam>T6,mahat purARe jagat sarga varRanam,B-C I-C B-C I-C I-C,"0,2 K1|2,4 T6|2,5 T6",<mahat-purARe>Tatpurusha <<jagat-sarga>Tatpurusha-varRanam>Tatpurusha,"0,2 Tatpurusha|2,4 Tatpurusha|2,5 Tatpurusha"
155,<<kaSyapa-vaMSa>T6-varRanam>T6,kaSyapa vaMSa varRanam,B-C I-C I-C,"0,2 T6|0,3 T6",<<kaSyapa-vaMSa>Tatpurusha-varRanam>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha"
156,<Seza-vAsuki-takzakAH>Di,Seza vAsuki takzakAH,B-C I-C I-C,"0,3 Di",<Seza-vAsuki-takzakAH>Dvandva,"0,3 Dvandva"
157,<<kroDa-vaSa>T6-gAH>U <DarA-utTAH>T5,kroDa vaSa gAH DarA utTAH,B-C I-C I-C B-C I-C,"0,2 T6|0,3 U|3,5 T5",<<kroDa-vaSa>Tatpurusha-gAH>Tatpurusha <DarA-utTAH>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha|3,5 Tatpurusha"
158,<<go-mahizI>Di-Adi>Bs6 <DarA-utpannAH>T7 <tfRa-AdayaH>Bs6,go mahizI Adi DarA utpannAH tfRa AdayaH,B-C I-C I-C B-C I-C B-C I-C,"0,2 Di|0,3 Bs6|3,5 T7|5,7 Bs6",<<go-mahizI>Dvandva-Adi>Bahuvrihi <DarA-utpannAH>Tatpurusha <tfRa-AdayaH>Bahuvrihi,"0,2 Dvandva|0,3 Bahuvrihi|3,5 Tatpurusha|5,7 Bahuvrihi"
159,<pAda-<na-prakzAlanAt>Tn>T6,pAda na prakzAlanAt,B-C I-C I-C,"0,3 T6|1,3 Tn",<pAda-<na-prakzAlanAt>Tatpurusha>Tatpurusha,"0,3 Tatpurusha|1,3 Tatpurusha"
160,<<sarga-vizayaka>T6-varRanam>T6,sarga vizayaka varRanam,B-C I-C I-C,"0,2 T6|0,3 T6",<<sarga-vizayaka>Tatpurusha-varRanam>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha"
161,<<svAhA-agni>Di-jaH>U,svAhA agni jaH,B-C I-C I-C,"0,2 Di|0,3 U",<<svAhA-agni>Dvandva-jaH>Tatpurusha,"0,2 Dvandva|0,3 Tatpurusha"
162,<vyADi-jarA-Soka-tfzRA-kroDAH>Di,vyADi jarA Soka tfzRA kroDAH,B-C I-C I-C I-C I-C,"0,5 Di",<vyADi-jarA-Soka-tfzRA-kroDAH>Dvandva,"0,5 Dvandva"
163,<<nArada-Adi>Bs6-uktAH>T3 <<snAna-Adi>Bs6-pUrvikAH>Bs6,nArada Adi uktAH snAna Adi pUrvikAH,B-C I-C I-C B-C I-C I-C,"0,2 Bs6|0,3 T3|3,5 Bs6|3,6 Bs6",<<nArada-Adi>Bahuvrihi-uktAH>Tatpurusha <<snAna-Adi>Bahuvrihi-pUrvikAH>Bahuvrihi,"0,2 Bahuvrihi|0,3 Tatpurusha|3,5 Bahuvrihi|3,6 Bahuvrihi"
164,<svAyamBuva-AdyAH>Bs6 <vizRu-AdeH>Bs6 <<Bukti-mukti>Di-dAH>U,svAyamBuva AdyAH vizRu AdeH Bukti mukti dAH,B-C I-C B-C I-C B-C I-C I-C,"0,2 Bs6|2,4 Bs6|4,6 Di|4,7 U",<svAyamBuva-AdyAH>Bahuvrihi <vizRu-AdeH>Bahuvrihi <<Bukti-mukti>Dvandva-dAH>Tatpurusha,"0,2 Bahuvrihi|2,4 Bahuvrihi|4,6 Dvandva|4,7 Tatpurusha"
165,<mahat-purARe>K1 <<jagat-sarga>T6-varRanam>T6,mahat purARe jagat sarga varRanam,B-C I-C B-C I-C I-C,"0,2 K1|2,4 T6|2,5 T6",<mahat-purARe>Tatpurusha <<jagat-sarga>Tatpurusha-varRanam>Tatpurusha,"0,2 Tatpurusha|2,4 Tatpurusha|2,5 Tatpurusha"
166,<<sAmAnya-pUjA>K1-kaTanam>T6,sAmAnya pUjA kaTanam,B-C I-C I-C,"0,2 K1|0,3 T6",<<sAmAnya-pUjA>Tatpurusha-kaTanam>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha"
167,<<na-Darma>Tn-AdIn>Bs6 <kanda-nAla-padma-keSara-karRikAH>Di,na Darma AdIn kanda nAla padma keSara karRikAH,B-C I-C I-C B-C I-C I-C I-C I-C,"0,2 Tn|0,3 Bs6|3,8 Di",<<na-Darma>Tatpurusha-AdIn>Bahuvrihi <kanda-nAla-padma-keSara-karRikAH>Dvandva,"0,2 Tatpurusha|0,3 Bahuvrihi|3,8 Dvandva"
